	tweet	class
2696	bryanstars atl bvb sws ptv relapse symphony set farewell love mayday parade fob paramore etc	2
2697	buckm00se cuauhtli02 gunna laff chavarubio beaner supporters min	2
2698	buckm00se darealalexinla didnt spoil anything amp watched nigger nig nog	1
2699	buckm00se lexxx_ruger ivanrabago_ kikes want charge 128175 dollaz complete version httptcozjdlwiajeo	2
2700	buckm00se letsargueboxing sand nigger ran kidd	0
2701	buckm00se dont like sand nigger entertaining like 6 knockdowns	0
2702	buckm00se joe cortez ultimate faggot fight proved	0
2703	buckm00se remember fat bitch stealing kfc bucket amp hauling ass	1
2704	buckm00se us beaners pissed like robert jew ref stopped	0
2705	buckm00se post bid tell nig use jab	1
2706	buckm00se true sand niggers amp bum brits claim hes atg hall fame legend smh	0
2707	buffalodave1 bretvondehl alexfoxx13 brandonkilexxx jccharles8 tylergloyd waitwaitwait new one epson bitch lucky	1
2708	bullskickass ive decided bullsnation retarded love	1
2709	buster_espn huhlast 10 gamestampa 82balt 73yanks 64and lost best pitcher please explain logic	2
2710	buster_espn sounds like holding back infoyankee shill	2
2711	buy_mortimer iigjosh iowa51005 tc_live2014 todd_calfee hookers always complimentarywho wants bitch	1
2712	bywatergal yankees empirestatebldg game winning hit thursday capped great career guy 1st ballot hof else	2
2713	c0mmonly scorpiogans93 ecliptik pussies	1
2714	cantista brelston henereyg eating roasted potato smiling till cheeks sore crow sfx cape crisis supergreat	2
2715	cbsthismorning norahodonnell tx trash know trouble w aca gop gov states like 60 laralogan_news report lies anyway	2
2716	cbsthismorning charlierose norahodonnell tx trash show disgrace engaging w mittromney disrespecting president	2
2717	cbsthismorning charlierose racist norahodonnell tx trash enjoy high along gop win substitute racist mittromney loss	2
2718	cbsthismorning charlierose racist norahodonnell tx trash racist wld u intvw mittromney n ask racist questions itwas disrespectful	0
2719	ccobey tess_stepakoff isnt green one either theres red yellow pic	2
2720	cdnballjunkie jus wan na let know okc trash ibaka aint shit yall aint goin nowhere without harden	1
2721	cdnballjunkie spurs bitch thats team dont want problems	1
2722	charlesbarrkley hey sir house nigger uncle tom arent grand ole mississippi rest case	0
2723	charlesbarrkley need ass whipped whip mr house nigger remember u always b nigger	1
2724	childishcudl cheefpolo bitch mind business	1
2725	cmbgaming11 beechhd oh mean like started cunt jp something nothing	1
2726	cm_utlr man looks terrified picture beat treat like regular bitch	1
2727	cok3coke mfa dont wan na spend dime wit em prolly yelling money bitches	1
2728	cr4zyf0ru really miss know drink talk problems like basic bitches	1
2729	cryaboutitnigga waddup doe lil nicca	1
2730	csnchicago punk ass bitch bullstalk	1
2731	csvndy wan na white nigga chillin mini cooper throwin money bitches	1
2732	csalazar_04 press start bitch 128529	1
2733	c_janacek07 nick_504_ fucking verse trip bitch stop assuming shit	1
2734	cabhotties ever said dumb moms cop amp ill track lil bitch kay bye	1
2735	caelang15 nigga eating hoe lol	1
2736	caliqueeen14 da realest bitch amber	1
2737	callme__jetson hoe ass nigga 128529	1
2738	callmebuffy sockin bitches mouf	1
2739	callmedaishaa ghetto ass pocahontas	1
2740	callmerenee_ 128514128514128514128553999665039 bad bitch im logged everybody shit	1
2741	callmerenee_ lilmenifee__ wussup bitch	1
2742	callmerenee_ bitch im mad im finna throw bitch outside	1
2743	callmerenee_ bitch u 1	1
2744	callmerenee_ bitch u bs fck yah 999665039128553128514128514128080128079128526128129	1
2745	callmerenee_ dam bitch	1
2746	callmerenee_ wussup bitch	1
2747	callneeshcakey 128514 das new bae bitch bad naw lmao	1
2748	callneeshcakey 128514128514 bitches aint shit	1
2749	callneeshcakey cant bitch	1
2750	callneeshcakey bitch know stfu 128514	1
2751	callneeshcakey pop wop 128514	2
2752	callneeshcakey pop wop drop tho	2
2753	callneeshcakey lay w bitch	1
2754	callneeshcakey umm bitch hello alive clearly dobt	1
2755	callneeshcakey bitch finna get crunk eyebrows double papp 128165128165	2
2756	cam_coles dont know know name somebody colder monkey faced immigrant	1
2757	campos_uli fag hesgay	0
2758	candielissa twitrless_kb elissareillys helenkimfitz76 elissa fake cunt	1
2759	capitolevan thats saw leprechaun told burn things	2
2760	capodaasshole alejandro_bihhh hoes singing	1
2761	capodaasshole alejandro_bihhh damn hoe came look many hoes said shit jamming shit	1
2762	capodaasshole alejandro_bihhh lmaooo wanted hoes suppose hold em	1
2763	capodaasshole alejandro_bihhh lmaooo niggas aint hoes think im winning	1
2764	capodaasshole alejandro_bihhh lmaoooo beiber get hoes wet big bro im tryna tell	1
2765	capodaasshole alejandro_bihhh either bitch like put beyonc233 nigga aint gone hesitate	1
2766	capodaasshole alejandro_bihhh whatever turn hoes zro aint gone get bitch wet	1
2767	capodaasshole fuck takeoff nigga get bitch snap	1
2768	capodaasshole lol hoe 5yr old	1
2769	capodaasshole naw see hoe	1
2770	capodaasshole wiz warrant like bitch	1
2771	capodaasshole yea coming back big rod something hoe	1
2772	captelliott nfn bitch much	1
2773	carelessone92 im hollywood nig u brought twitter n bounced	1
2774	carelessone92 young nigga turned mr catchmeifyoucanim da field nig wedaopps fukemweball	1
2775	carelessone92 real nigga tho bitch know place	1
2776	carelessone92 weeknd dont save hoes b idunno bout drake	1
2777	carelessone92 weeknd make muzik hoes b im tryna meet women talkin bout	1
2778	carelessone92 styl got ta get dem tweets nig	0
2779	carlafinch say im stubborn son bitch	1
2780	carlavanderwaal jaymaroley amp als je syrie tweet volg partisangirl maar zij komt er vandaan amp zal je precies uitleggen hoe wat	2
2781	caroline_poe bitch im 17 didnt follow hahaha	1
2782	caroline_poe haha dont remember following ok get pannies bunch cunt	1
2783	carxlito ps3 case still trash idgaf anymore	2
2784	cashhaddict damn wanted buy bitch shit tough	1
2785	cassiusclay_232 know bro nigga seen 71 african playing guard handling hoe	1
2786	cassiusclay_232 lebron brought bitch knees chill	1
2787	cassiusclay_232 hoe	1
2788	catholicmomva neal_dewing would cripple military	2
2789	caymarieee bitch	1
2790	caymarieee bitch im coming said making plans	1
2791	caymarieee bitch im talm bout like 10 9995128514	1
2792	caymarieee bitch ion got attitude 9995128514128557 sorry hoe im shaded rn	1
2793	caymarieee bitch either bye 128514	1
2794	caymarieee bitch still subtweets replying though 128514128557128524	1
2795	caymarieee oh bitch couldnt answer mine needed paccage delivered house fucc 128514128557	1
2796	caymarieee omg bitch go sleep coincidence huh 9995128514	1
2797	cay_jen didnt think knew bird couldnt tamed cajuncharm	2
2798	cdashray shes wearing shirt bitch	1
2799	ceallaighaine oh sorry hun sucks hope heal fast 128533 dancerproblems	2
2800	ceencrumpets self low black bitch	1
2801	ceeross negro pleasei got job lmao	1
2802	ceeross shoulda told yeah take home pussy lol	1
2803	cee_murda94 bitch bye cant get	1
2804	cee_murda94 bitch drunk nah	1
2805	cee_murda94 almost ya fucking birthday act right niglet	1
2806	cee_murda94 yellow fin edgewater	2
2807	cee_murda94 yellow fin	2
2808	ceelos_ho3 fvtboy jaimescudi_ angelsoswavey_ would bitch said yea never told stay	1
2809	cellnbuu ewwww nips def perfect	2
2810	cenasux43 thebrianmo brought first allusion shes hoe chelsea_elisa robertbarber64	1
2811	cesar_k_garcia text niggah	1
2812	ch4bricktamland ch4brianfantana yes want fat fat bitch wife	1
2813	chaldeancutie really rileyaintshit killsheredon childishcudl nudes trash	2
2814	chalecarlo5 fuck outta go put trash ass ink faggot ass self pussy	0
2815	chalecarlo5 stay talking defending fuckboy ass boyfriend go suck youre faggot	0
2816	chancellor_iv naw bryan said trash hotel staying somewhere else	2
2817	chandailbailey steezeyflow hunturpls need accept fact youre hipster faggots	0
2818	chandailbailey way delete tweets stanky bitch	1
2819	channnteeel pussy	1
2820	charleeredz13 gay stfu dumb monkey	0
2821	charlesbwaffle oh cool though might brownie lol	2
2822	charlesbwaffle bitches need guidance	1
2823	charlie4927 stacydmomof5 revkahjc cantucimblonde kacado pattism74 hi charlie	2
2824	charlie4927 hi charlie great day	2
2825	charliedaniels come charlie government trying protect desert tortoise atleast thats barack obama says	2
2826	charlseykay homeee fag	1
2827	chasebasford justinbieber 200 bitch	1
2828	chasebasford chase god damn faggot 128514128557128514128557	0
2829	chasemanhatttan become retarded	1
2830	checha__ gone nigguh	0
2831	checkmylingo_ kingpin_terror ima get every time throw trash away really belongs httptcodrgbekvzun	2
2832	cheesus85 greyyygoose faaaaggggottttt speaking blonde hair confused youre hypocrite cuz youre faggot	0
2833	chefboyrnach vegeta super hoe snack goni something fierce buu saga wow	1
2834	cheyennedoan cause hes faggot	1
2835	chicago_rose1 dunleavy cracker ass honkie	1
2836	chickencoleman mccoy wasnt trash thats td	2
2837	chiefkeef fucc droppin songs yu gon drop mixtape nicca	1
2838	chillindillan71 damn thot blocked ur fuzzy butt 128541 virleehol lancesilver1 christiec733 aynebogda 1_conservative9	1
2839	chink_19 chink thats better rug rats running around yah crib girl enjoy life lol	2
2840	chink_19 shut chink	0
2841	chokmah_makob ok billy goat hair hillbilly	1
2842	chokmah_makob said good bye dumb bitch snd said okwhat white devilsi nothing vampire lover blood	1
2843	chrisheben motherfuckin bullshit slingin son whore disgraced vets ur crap go pussy land u belong	1
2844	chrismcdowell_ dont bitch	1
2845	chrismcdowell_ pussy ass nigga	1
2846	chrispowellswag _cblaze dswizzle3 dawson nicky hickman delete fake account stop bitches	1
2847	chrisprobst11 thorsyndirgard peta right pussy	1
2848	chrissfmori gun sales skyrocketed gun crime fallen sharply claim contrary using fuzzy math	2
2849	christrondsen im5band askim5 would rather drink squirrel pee johnny depps wig charlie chocolate factory	2
2850	chris_anzueto josh_mackey15 call someone faggot say kill pathetic human fucking disgrace	0
2851	christian_esem dont know talking retarded faggot	0
2852	christymack fugly bitch john dump ur ratchet ass	1
2853	christymack ugly flat chested prude ass white bitch	1
2854	chrisworldpeace guess makes us blacks double niggers huh	1
2855	chykalet naw u retarded kinfolk lol	1
2856	cinwicked call sweet baboo ho	1
2857	ciscoallday btw dont ever bring past hoes wit yo ol lady took l hs tryna semi honest smh	1
2858	ciscoallday hoe know 5 dudes hit kim 5 hoes week	1
2859	citygirl_moe remember played plaquemine amp kept calling whole team gay amp lydia said ill turn hoes fwm 128553128557	1
2860	claudialena8 wasnt saying yes kannon ghetto know like u look dumb	2
2861	clicquotsuave would dead upper cut bitch	1
2862	clicquotsuave maas mermaid sharkette pussy	1
2863	clicquotsuave nigga pussy smell like	1
2864	clicquotsuave new nip dropped today rii	2
2865	clutchaction cmon pussy	1
2866	cody_smith64 true miss yall man yall brothers mikey starting chink lmfao	0
2867	cogitoergobibo penske runs 22 nascar yellow theres sponsor already wouldmakealottasense	2
2868	cokamoschiach_ defense trash hes rocked jesus soto karass diego chaves	2
2869	cokefuckedyou im bitch insomnia shit bed since midnight	1
2870	colemcdowell2 waco ghetto hahaha wait til go pick nat austin tomorrow	2
2871	colemcdowell2 someone sent months ago bitch	1
2872	coley_cee campaign_papi they_callmeshay lmaooo coley whammmmed add swervee bitch	1
2873	coley_cee _xpriceless_lmaoo bitch dat low blow	1
2874	coley_cee bitch dats yo sahara desert ass	1
2875	coley_cee bitch look white u	1
2876	coley_cee bitch kill yo self	1
2877	coley_cee bitch stop takin shit ooo hate u u dumb bitch	1
2878	coley_cee bitch watch tf u moose meat	1
2879	coley_cee didnt say thought u told delete deleted bitch	1
2880	coley_cee fuck u u dumb ass bitch hoe	1
2881	coley_cee lol bitch u forcin glass water bitch u lil thirsty puss thang	1
2882	coley_cee bad bitch ayeee httptcogrhtdie9dz	1
2883	coley_cee yes bitch realize dat	1
2884	collinbrennan damn son maybe didnt know ya piece tryna get pussy breh	1
2885	commongaytweets nigga byeeeee lmfao ill dammed fag stole girl	1
2886	complexmag didnt know whitetears blue yellow lessonoftheday	2
2887	conmanbo lastgreatstand major league bitch	1
2888	conanobrien dat one ugly animal da monkey adorable	2
2889	conrad_mlg im goin expecting get slept faggot	1
2890	coolstoryisaac hahaha thanks bitch 128514	1
2891	coolstoryisaac thisty hoe	1
2892	coosie11 bitch phones gon na die serious got hot pockets	1
2893	coreyroyalty_ hoes	1
2894	corey_d_23 damn bro ps4 trash lol	1
2895	coronadior found u fuck cock hard love dripping pussy	1
2896	cotton_candy9 god wrote em think coon	1
2897	cotton_candy9 hell idk pussy better golden	1
2898	cotton_candy9 lmaoooo aye people person know lil rico got hoes hahaha	1
2899	countryredbelle thought youd get hint know youre fake cunt delete fake account	1
2900	crackerjhak youre fag	0
2901	crackerboyy hoes really	1
2902	creolebabybritt blurbette thepbg guy thinks slang around bitch without offensive apparently	1
2903	creolebabybritt dont make draw like one franch bitches heffa	1
2904	crewz76 miss tupac rap offs hillbilly	2
2905	crowe_fashow cause loads pussy get right	1
2906	cruzanchoklate look yellow fever	2
2907	cryystalina cuz people work bitches shit talkers yeah dude need girls night ___	1
2908	cryystalina haha yes niggah yesterday night idk man hit night like around 2 morning didnt go sleep till like 4	1
2909	cssalazar15 see bro pussy changes 128514128514128557128527128527	1
2910	cssalazar15 wetback 128513128514128514128514128514128557	0
2911	cssalazar15 yeah bitch hit get friend zoned brody 128076128175128175	1
2912	cssalazar15 yeah right pussy	1
2913	cuauhtli02 elchavaloko cafebabybull hes cheating wetback	1
2914	cuauhtli02 saucygyro coffeemanelliot called kidd pussy something	1
2915	cuauhtli02 couldnt find regular one faggot	1
2916	cuckoldcock molotovhowdy likes yo page wants make da lovin white girl wit colored man watchin pullin weenis	1
2917	cuff_no_slut cdfu bitch fried	1
2918	cuner makes pussy making stupid internet threats youre child idk probably deserved	1
2919	cuteciothes xo_shelbie go buy bitches	1
2920	cuteemergency shown tiny kitten dumb fucking cunt	1
2921	cyberobama ereievant plot twist faggot	1
2922	d1sinceday1 brother tf negro	1
2923	devin__the_dude ready make stats test bitch	1
2924	dhsjournal run cp community local cops treat ppl like trash hate makes ppl think waste	2
